id,Lat_Dec,Lon_Dec,NO2uM,NO3uM,NH3uM,R_TEMP,R_Depth,R_Sal,R_DYNHT,R_Nuts,R_Oxy_micromol.Kg,,PO4uM,SiO3uM,TA1.x,Salinity1,Temperature_degC,DIC
193,31.41803,-121.98997,0,0,0.01,18.96,25,417.6,0.109,0.01,241.19,,0.29,1.86,2227.87,33.276,18.97,2002.19
194,34.31877,-120.80207,0.08,1.1,0.1,14.58,15,297.3,0.045,0.1,257.5085,,0.47,1.8,2242.15,33.582,14.59,2028.37
195,33.49167,-122.53982,0,40.8,0,5.73,520,111.1,0.889,0,12.61075,,3.12,82.12,2320.96,34.276,5.78,2320.87
196,34.278333,-120.025,0.04,30.7,0,9.02,231,157.9,0.444,0,40.89704,,2.62,42.6,2277.42,34.2061,9.05,2254.176267
197,33.41947,-117.90327,0.02,23.7,0,10.16,171,198.8,0.433,0,89.66368,,2.06,28.42,2248.96,33.874,10.18,2198.62
198,34.275,-120.031667,0.01,34,0,8.45,273,149.4,0.542,0,22.18676,,2.75,49.7,2283.16,34.2106,8.48,2281.21
199,33.82337,-118.629,0,0,0,17.85,10,364,0.036,0,242.8603,,0.3,1.36,2239.69,33.642,17.85,2006.62
200,31.428333,-121.981667,0,40.4,0,5.85,520,113.9,0.951,0,17.82956,,3.12,79,2312.03,34.2443,5.89,2315.01
201,34.2749,-120.02508,0.009,0,0,17.9,2,382.4,0.008,0,268.65,,0.21,1.17,2233.63,33.408,17.9,1991.02
202,32.843333,-117.533333,0.1,3.1,0.1,13.59,2,284,0.006,0.1,263.1379,,0.59,4.4,2234.21,33.4919,13.59,2036.45
203,34.27143,-120.02587,0.5,12.3,0.1,11.82,50,254.6,0.164,0.1,192.0652,,1.18,11.76,2227.69,33.466,11.83,2100.57
204,33.418333,-117.901667,0.08,0.4,0,15.33,50,326.9,0.165,0,244.9445,,0.41,2.9,2233.75,33.4086,15.34,2015.4
205,34.27822,-120.02078,0.135,21.84,0.02,9.89,33,205.5,0.079,0.02,137.5564,,1.8,22.35,2238.55,33.68,9.89,2162.68
206,33.493333,-119.313333,0,39.2,0.02,6.18,524,112.1,0.857,0.02,10.43658,,3.22,79.4,2317.74,34.3273,6.23,2318.24
207,33.417,-117.911,0,38.9,0.09,6.27,521,114.4,0.806,0.09,11.30649,,3.13,76.23,2317.45,34.314,6.31,2314.6
208,33.418333,-117.9,0,0.1,0,18.04,1,382,0.004,0,245.9587,,0.29,1.5,2237.65,33.4524,18.04,1995.52
209,34.15047,-121.14983,0.223,7.87,0.1,12.39,50,283.4,0.173,0.1,223.053,,0.92,6.76,2216.78,33.214,12.4,2061.79
210,33.14198,-123.2209,0.012,28.42,0,8.49,233,166.8,0.609,0,106.603,,2.17,35.58,2258.02,33.965,8.52,2208.01
211,32.64917,-119.48517,0.02,38.6,0.19,6.11,519,112.4,0.817,0.19,11.74113,,3.1,75.16,2318.34,34.31,6.15,2313.14
212,33.821667,-118.63,0,29,0,9.34,171,169.6,0.388,0,74.8428,,2.28,34.7,2266.77,34.0975,9.36,2222.843498
213,33.82297,-118.62882,0.003,30.49,0.01,9.06,323,151.9,0.681,0.01,39.71,,2.64,42.6,2285.03,34.314,9.1,2257.97
214,34.316667,-120.811667,0,40.3,0,5.86,519,112.6,0.893,0,15.65502,,3.13,79,2315.4,34.262,5.9,2319.4
215,32.84588,-117.53122,0.017,24.1,0.31,10.02,101,197.7,0.265,0.31,104.0279,,1.99,26.52,2244.53,33.834,10.03,2187.76
216,33.493333,-119.313333,0.06,1,0.11,13.84,2,298.1,0.006,0.11,268.4049,,0.43,4.7,2229.15,33.3705,13.84,2015.71
217,34.49023,-120.92117,0.02,39.1,0,6.28,520,116.7,0.869,0,15.22064,,3.09,73.51,2321.38,34.284,6.33,2310.93
218,33.8221,-118.62953,0.03,33,0,8.27,321,144.6,0.683,0,36.88861,,2.77,48.68,2285.65,34.243,8.3,2266.37
219,34.275,-120.033333,0.07,0.9,0,15.21,19,319.6,0.07,0,267.1548,,0.45,4.9,2242.19,33.454,15.21,2023.95
220,33.48228,-122.53438,0,19.33,0.06,9.41,100,213.9,0.315,0.06,174.1344,,1.58,19,2226.04,33.487,9.42,2133.26
221,31.41283,-121.99633,0.014,40.2,0.09,5.74,518,113.9,0.934,0.09,17.39464,,3.1,79.14,2315.05,34.225,5.79,2314.21
222,31.433333,-121.986667,0,16.2,0,10.06,172,226.3,0.542,0,192.4401,,1.26,15.3,2224.93,33.4723,10.08,2107.83
223,33.47985,-122.53081,0.015,0.08,0.01,15.37,10,341.3,0.034,0.01,257.189,,0.37,2.04,2223.87,33.205,15.37,2011.28
224,33.418333,-117.908333,0.03,22.3,0,9.96,100,202.8,0.272,0,131.0213,,1.82,23.9,2240.18,33.7588,9.97,2163.959095
225,34.276666,-120.025,0.01,27.5,0.09,9.45,102,174.8,0.208,0.09,80.50493,,2.14,32.7,2259.55,34.018,9.46,2215.45
226,33.48453,-122.53108,0,0,0.04,17.36,40,390.3,0.157,0.04,244.2313,,0.34,2.79,2216.67,33.142,17.37,2002.91
227,33.823333,-118.631667,0.01,23,0,10.2,101,210.2,0.262,0,126.678,,1.82,24.4,2237.89,33.7024,10.21,2169.38
228,34.2324,-120.97948,0.23,9.4,0.24,12.59,50,264.4,0.144,0.24,210.8137,,0.98,8.4,2230.06,33.522,12.59,2081.23
229,33.42,-117.9,0,39.7,0.05,6.22,521,115.1,0.842,0.05,13.04612,,3.14,76.7,2313.6,34.302,6.27,2314
230,33.418333,-117.9,0,18,0,11.01,100,234,0.3,0,156.7532,,1.51,16.9,2229.95,33.5666,11.02,2133.91
231,32.418333,-119.968333,0.13,4.4,0.04,13.16,30,283.2,0.086,0.04,266.619,,0.58,1.4,2233.2,33.417,13.16,2037.2
232,32.845,-117.536667,0.05,0,0,15.4,51,327.3,0.17,0,246.6886,,0.35,2.5,2232.59,33.428,15.41,2015.29
233,32.84772,-117.53193,0.03,21.7,0.06,10.49,101,210.9,0.277,0.06,124.9372,,1.8,22.24,2241.24,33.766,10.5,2166.79
234,33.488333,-119.323333,0,34.3,0,7.68,322,133.4,0.614,0,26.96758,,2.83,55.9,2297.06,34.2741,7.71,2280.94
235,34.276667,-120.03,0.04,33.8,0,7.96,232,143.1,0.377,0,30.88577,,2.79,55.2,2294.9,34.19,7.98,2276.3
236,32.66247,-119.48342,0.01,36.1,0,7.24,322,136.1,0.677,0,41.5834,,2.84,56.4,2286.43,34.157,7.27,2271.52
237,32.848333,-117.528333,0,0,0,15.69,2,342.1,0.007,0,263.7306,,0.25,4,2230.3,33.301,15.69,1992.1
238,33.473333,-122.54,0.07,1.1,0.14,12.37,51,297.2,0.156,0.14,268.3988,,0.4,4.8,2203.47,33.0223,12.38,2014.56
239,33.48228,-122.53438,0,25.36,0.04,8.46,170,170.2,0.448,0.04,138.8082,,1.88,30.35,2251.28,33.904,8.48,2179.11
240,32.82037,-123.9004,0,14.2,0.15,10.35,101,240.8,0.307,0.15,209.8895,,1.24,12.59,2218.46,33.32,10.36,2094.6
241,31.416667,-122.001667,0,12.1,0,11.15,100,254.2,0.345,0,201.6436,,1.1,10,2217.57,33.328,11.16,2091.34
242,32.84,-117.538333,0,21.8,0.09,10.44,100,209,0.282,0.09,115.3582,,1.87,24.2,2239.3,33.726,10.45,2171.1
243,32.64917,-119.48517,0.16,6.4,0.39,12.63,50,260.5,0.131,0.39,256.102,,0.77,5.48,2238.87,33.585,12.64,2060.98
244,33.42067,-117.90133,0.017,37,0.03,6.58,520,119.9,0.929,0.03,17.39552,,3.08,70.7,2313.7,34.299,6.63,2309.84
245,34.288333,-120.028333,0.01,19.3,0,10.84,101,226.2,0.261,0,153.6928,,1.62,18.8,2235.4,33.6363,10.85,2140.4
246,33.82,-118.64,0.04,7.4,0,12.55,52,282.4,0.175,0,221.3082,,0.86,6.9,2214.97,33.266,12.56,2060.99
247,34.31582,-120.8065,0.03,26.3,0.04,9.02,101,176.7,0.218,0.04,111.4036,,2.02,30.91,2253.04,33.902,9.03,2193.67
248,32.848333,-117.53,0.33,8.8,0.07,12.65,50,271.1,0.176,0.07,219.976,,0.95,8.5,2228.19,33.442,12.66,2075.32
249,34.31487,-120.804,0.02,0.1,0.04,15.56,2,327.5,0.007,0.04,259.7686,,0.26,0.85,2235.94,33.442,15.56,2009.52
250,34.32,-120.80682,0,27,0.01,8.7,172,172.4,0.365,0.01,110.5268,,2.06,31.95,2272.9,33.927,8.72,2238.8
251,34.275,-120.031667,0.16,2.8,0.16,14.04,18,304.5,0.059,0.16,245.3264,,0.58,4.6,2224.75,33.3352,14.04,2031.52
252,32.84,-117.538333,0,32.9,0.1,8.07,322,143.6,0.655,0.1,44.37055,,2.65,49.2,2285,34.22,8.1,2262.9
253,31.41432,-121.99767,0,0,0.09,13.31,50,305.2,0.16,0.09,264.9344,,0.31,2.77,2217.49,33.199,13.31,2009.8
254,32.8451,-117.53172,0.017,13.92,0.31,11.26,104,247.7,0.329,0.31,183.3392,,1.24,12.72,2225.31,33.44,11.27,2106.15
255,33.5,-122.531667,0,0,0,14.06,3,331.9,0.01,0,261.9595,,0.34,2.8,2205.88,32.9572,14.06,1997.99
256,34.318333,-120.803333,0.02,31.1,0,8.68,171,156.7,0.311,0,53.94934,,2.53,43.8,2274.2,34.137,8.7,2246.6
257,33.821666,-118.628333,0.02,22.9,0.04,10.08,102,200.8,0.276,0.04,126.2305,,1.81,23.8,2245.07,33.8076,10.09,2169.51
258,32.846666,-117.535,0,0,0.15,14.53,1,314.5,0.003,0.15,267.5786,,0.34,2.3,2227.75,33.3325,14.53,2007.51
259,32.411667,-119.971667,0,39.9,0,6.06,519,112.3,0.882,0,12.61092,,3.13,79.1,2317.9,34.2992,6.11,2318.08
260,32.84617,-117.533,0.009,25.4,0.06,10.13,171,185.7,0.443,0.06,92.26265,,2.12,28.47,2260.3,34.043,10.15,2203.11
261,34.31638,-120.80213,0.027,35.68,0,6.8,520,125.6,0.891,0,23.29,,2.97,63.61,2300.25,34.258,6.85,2291.82
262,32.41813,-119.96012,0.04,0.5,0,15.86,31,329,0.108,0,244.5148,,0.34,1.84,2235.14,33.519,15.86,2014.45
263,33.97237,-120.5707,0.06,1.3,0,15.11,2,311.4,0.006,0,252.7532,,0.43,2.1,2241.09,33.558,15.11,2024.21
264,33.82293,-118.62723,0.062,16.64,0,10.31,50,230.5,0.146,0,180.2617,,1.43,16.1,2223.99,33.442,10.31,2119.86
265,34.38503,-120.66553,0.05,21,0,10.53,101,217.6,0.258,0,130.6054,,1.76,21.87,2238.46,33.679,10.54,2159.04
266,34.278333,-120.025,0.11,26.5,0,9.5,102,179.8,0.23,0,94.43498,,2.17,31.7,2257.38,33.9737,9.51,2202.777024
267,32.843333,-117.533333,0.11,29.3,0.28,9.17,172,165.9,0.372,0.28,76.58041,,2.36,36,2266.79,34.1004,9.19,2222.061905
268,33.41787,-117.90668,0.012,28.16,0.19,9.13,232,166.2,0.562,0.19,82.2358,,2.3,35.63,2267.58,34.097,9.15,2220.53
269,33.818333,-118.625,0.13,3.4,0.23,11.31,29,239.7,0.08,0.23,173.7479,,0.6,5.1,2229.77,33.5374,11.31,2115.98
270,33.41782,-117.90867,0,38.6,0.13,6.37,519,116.3,0.857,0.13,13.04618,,3.11,73.78,2315.52,34.308,6.41,2311.64
271,34.276666,-120.025,0.19,14.4,0.64,10.97,21,224.5,0.052,0.64,166.7549,,1.44,18.1,2240.63,33.659,10.97,2136.9
272,31.41507,-121.99767,0.01,38.4,0,1.3,3554,45.7,3.226,0,124.4486,,2.78,171.91,2433.57,34.676,1.57,2350.69
273,31.41283,-121.99633,0.167,4.7,1.08,14.31,51,293.4,0.168,1.08,249.2168,,0.7,4.08,2241.75,33.586,14.32,2054.74
274,33.49017,-122.543,0,0,0,13.61,30,303.1,0.091,0,262.3158,,0.34,3.22,2218.41,33.242,13.62,2014.58
275,31.41838,-121.99563,0.011,0,0,18.12,2,387.6,0.008,0,238.9945,,0.29,2.07,2241.4,33.403,18.12,2003.99
276,33.418333,-117.901667,0,31.6,0,8.26,322,148.6,0.71,0,61.3388,,2.55,45.3,2280.12,34.1863,8.29,2244.82
277,33.81657,-121.8428,0.015,19.16,0,9.48,101,221.4,0.316,0,183.76,,1.56,18.92,2224.49,33.416,9.49,2127.58
278,33.81027,-121.84337,0.04,17.89,0,10.1,100,228.4,0.31,0,176.3371,,1.5,17.26,2222.79,33.441,10.11,2125.84
279,33.48213,-122.53752,0.16,2.8,0.1,14.24,2,309,0.006,0.1,254.0543,,0.51,3.07,2232.53,33.328,14.24,2026.17
280,33.48213,-122.53752,0.26,3.8,0.47,13.96,41,297.5,0.126,0.47,247.9211,,0.6,3.28,2234.73,33.429,13.96,2040.2
281,32.41808,-119.953,0.03,0,0.34,15.06,2,320.3,0.006,0.34,255.391,,0.4,2.47,2230.46,33.401,15.06,2015.53
282,32.65012,-119.4764,0.01,35.35,0,7.26,322,133.6,0.655,0,39.14651,,2.82,58.47,2291.01,34.196,7.29,2276.52
283,32.846666,-117.535,0,39.5,0,6.26,519,116.3,0.869,0,16.09042,,3.13,74.8,2315.31,34.2837,6.31,2311.55
284,33.81882,-118.63067,0.029,16.4,0.01,11.17,101,238.6,0.289,0.01,160.2437,,1.45,15.93,2230.39,33.546,11.18,2127.99
285,32.845,-117.536667,0,22.6,0,10.56,171,203.7,0.469,0,109.2559,,1.94,25.6,2247.19,33.8978,10.58,2182.18
286,32.99,-120.346666,0,34.7,0,7.38,323,137.3,0.651,0,44.80289,,2.67,56.2,2284.83,34.1638,7.41,2269.78
287,33.82407,-118.62738,0.016,14.4,0,11.05,101,244.2,0.316,0,184.2039,,1.26,13.18,2223.66,33.442,11.06,2106.89
288,32.848333,-117.53,0.02,19.2,0.01,10.77,101,219.7,0.301,0.01,148.0229,,1.61,19.1,2238.36,33.704,10.78,2145.88
289,32.41813,-119.96012,0.02,0.1,0,16.99,12,349.5,0.042,0,241.9521,,0.31,1.71,2236.68,33.571,16.99,2012.55
290,33.813333,-118.626667,0.05,0.3,0.44,15.1,2,323.3,0.006,0.44,250.169,,0.42,3.1,2230.46,33.3721,15.1,2009.25
291,32.65458,-119.48298,0.051,0.5,0.09,15.31,2,326.4,0.007,0.09,254.9714,,0.4,2.87,2230.44,33.39,15.31,2019.05
292,34.15052,-121.14713,0.046,0.27,0.08,14.48,2,320.5,0.006,0.08,265.4154,,0.38,0.79,2226.72,33.24,14.48,2013.65
293,32.415,-119.961667,0.1,2.8,0.04,13.23,30,283.1,0.087,0.04,266.6185,,0.51,6.3,2230.36,33.4223,13.23,2030.78
294,32.41513,-119.96142,0.007,0,0,17.2,54,365,0.197,0,242.4226,,0.32,2.07,2239.11,33.437,17.21,2011.14
295,32.92,-118.938333,0.01,29.5,0,8.8,171,158.3,0.36,0,72.22369,,2.35,39.1,2270.5,34.138,8.82,2230.8
296,32.65012,-119.4764,0.009,39.14,0,6.16,521,113.4,0.897,0,13.48069,,3.15,78.73,2317.85,34.306,6.21,2315.57
297,32.84762,-117.53343,0.026,35.3,0.27,7.48,519,133,0.975,0.27,22.18201,,2.97,58.93,2299.66,34.295,7.53,2287.73
298,32.8483,-117.52998,0.27,6.6,0.03,13.34,50,284.7,0.182,0.03,212.2079,,0.85,7.77,2228.46,33.429,13.35,2069.99
299,31.991666,-122.393333,0,26.5,0,8.89,169,175.7,0.448,0,126.1967,,2.04,30.3,2251.91,33.91,8.91,2187.29
300,31.41838,-121.99563,0.011,0,0,18.11,50,390.2,0.194,0,237.688,,0.31,2.06,2235.85,33.393,18.12,2003.09
301,33.821667,-118.63,0,30.3,0,8.95,231,157.3,0.486,0,61.34526,,2.42,39.4,2278.03,34.1967,8.97,2240.245637
302,33.97237,-120.5707,0.2,7.3,0.08,13.4,30,282.3,0.092,0.08,222.1804,,0.95,6.7,2230.94,33.497,13.41,2062.45
303,34.275,-120.031667,0.03,19.8,0,10.58,50,220.9,0.142,0,150.2034,,1.61,19.2,2230.6,33.63,10.59,2143.17
304,34.27582,-120.02328,0.03,24.6,0,10.01,101,197,0.265,0,104.8976,,2.02,26.49,2245.37,33.844,10.02,2187.23
305,32.846666,-117.535,0.07,9.7,0.97,12.16,50,268,0.148,0.97,211.6928,,0.95,9.9,2224.73,33.3668,12.17,2075.13
306,32.99,-120.346666,0.1,1.3,0.22,12.75,21,305.6,0.065,0.22,267.1167,,0.47,3.8,2209.35,32.994,12.75,2010.31
307,34.275,-120.02,0.21,8.6,0.6,11.58,20,229.7,0.047,0.6,252.9759,,1.14,8.7,2231.41,33.7295,11.58,2085.65
308,33.41787,-117.90668,0.1,1.03,0.12,14.63,50,321.4,0.175,0.12,247.1095,,0.49,3.5,2220.38,33.284,14.64,2023.29
309,32.41808,-119.953,0.005,39.7,0.08,6.06,520,114.2,0.893,0.08,14.78542,,3.07,76.39,2315.29,34.28,6.1,2310.86
310,34.316666,-120.803333,0,32.7,0,8.08,323,145.4,0.612,0,48.28649,,2.67,48.8,2285.31,34.1964,8.11,2259.41
311,34.32035,-120.79869,0.005,37.7,0.21,6.65,520,126.4,0.902,0.21,23.05059,,3.06,67.7,2301.37,34.218,6.7,2296.31
312,34.44958,-120.52332,0.138,24,0.13,9.89,60,196.5,0.129,0.13,108.8156,,1.98,26.72,2248.36,33.813,9.89,2187.99
313,32.65,-119.481667,0,40.2,0,5.99,519,112.2,0.948,0,13.48062,,3.13,78.8,2316.9,34.296,6.04,2319.1
314,32.65318,-119.47958,0.017,26.31,0.05,8.96,170,175.8,0.47,0.05,114.882,,2.04,30.88,2253.51,33.92,8.98,2192.65
315,33.823333,-118.631667,0,31.6,0,8.48,272,151.4,0.556,0,55.68557,,2.5,44.3,2276.92,34.1763,8.51,2249.62
316,33.82361,-121.84444,0.294,2.44,0.07,13.37,50,298.7,0.168,0.07,243.5663,,0.57,3.68,2223,33.257,13.38,2028.17
317,32.846666,-117.535,0,33.5,0.13,8.04,320,140.6,0.615,0.13,39.14934,,2.72,51.2,2290.24,34.2507,8.07,2271.44
318,32.41082,-119.94582,0.055,0.4,0.26,14.26,31,311.5,0.098,0.26,254.0583,,0.39,2.76,2228.04,33.316,14.27,2016.86
319,34.3165,-120.8009,0,0.08,0.29,17.37,2,363.7,0.007,0.29,247.6564,,0.32,0.42,2238.51,33.495,17.37,2001.8
320,34.45118,-120.5247,0.333,6.21,0.13,13.69,60,297.4,0.194,0.13,218.727,,0.81,8.15,2228.19,33.365,13.7,2057.46
321,32.81493,-123.90738,0.083,0.95,0.13,12.63,101,289.5,0.401,0.13,254.8676,,0.52,3.99,2219.19,33.211,12.64,2028.83
322,33.82523,-118.62683,0.597,17.5,0.3,10.79,47,228.4,0.132,0.3,161.9709,,1.64,15.77,2232.93,33.577,10.8,2134.58
323,31.418333,-122.001667,0.01,12.8,0,10.87,100,251.1,0.298,0,207.7343,,1.12,11.5,2216.8,33.317,10.88,2084
324,32.81872,-123.90777,0.012,0.1,0.03,18.62,2,417,0.008,0.03,241.6839,,0.35,2.75,2220.66,33.165,18.62,2004.21
325,32.81493,-123.90738,0.006,26.81,0.01,8.39,232,167.3,0.685,0.01,124.8786,,1.99,32.49,2255.02,33.939,8.41,2191.81
326,32.41813,-119.96012,0.01,0.1,0,16.99,16,349.5,0.056,0,241.9519,,0.32,1.68,2236.76,33.573,16.99,2012.61
327,34.2724,-120.02573,0.05,16,0,11.13,50,236.9,0.147,0,168.6907,,1.36,15.84,2230.41,33.544,11.13,2121.83
328,32.65318,-119.47958,0.014,0.05,0.2,18.36,33,389.3,0.129,0.2,237.6873,,0.3,1.22,2238.32,33.471,18.37,2002.42
329,31.42703,-121.97902,0.012,25.3,0.04,8.96,171,189,0.476,0.04,140.5756,,1.93,27.09,2238.62,33.739,8.97,2174.33
330,34.31327,-120.79398,0.119,2.39,0.56,13.24,31,295.6,0.093,0.56,264.9098,,0.56,1.91,2226.93,33.259,13.24,2031.97
331,31.42703,-121.97902,0.012,0.3,0.2,15.5,2,349.3,0.007,0.2,253.7233,,0.34,3.01,2219.11,33.139,15.5,2003.22
332,34.276667,-120.028333,0,22,0,6.5,519,122.5,0.766,0,3.479223,,3.66,106,2334,34.2494,6.55,2342.96
333,34.268333,-120.021667,0.03,20.9,0.05,10.37,50,215.7,0.134,0.05,146.2773,,1.67,20.8,2237.2,33.656,10.38,2151.7
334,31.41803,-121.98997,0.03,0.16,0,14.81,101,333.1,0.393,0,250.08,,0.38,3.01,2218.65,33.199,14.82,2016.87
335,33.48228,-122.53438,0.187,1.49,0.13,14.71,50,316.7,0.189,0.13,238.3814,,0.51,2.01,2230.8,33.378,14.72,2023.08
336,34.27192,-120.0276,0.059,26.6,0.01,9.43,103,177.8,0.223,0.01,90.08112,,2.17,32.21,2255.52,33.979,9.44,2208.99
337,33.97237,-120.5707,0.06,1.1,0.01,15.04,15,310.3,0.047,0.01,252.749,,0.43,2.07,2237.84,33.558,15.04,2022.44
338,34.27427,-120.03057,0.027,24.62,0,9.57,169,190.5,0.444,0,118.3811,,1.94,27.23,2251.2,33.856,9.59,2182.23
339,31.41507,-121.99767,0.01,27.1,0,8.42,232,166.3,0.641,0,126.4872,,2.04,33.4,2256.5,33.958,8.44,2190.69
340,33.488333,-122.533333,0,41,0,5.58,519,112.9,0.923,0,18.69918,,3.11,81.7,2313.36,34.215,5.62,2314.980326
341,33.48392,-122.53138,0.08,0.3,0.37,14.18,30,298.3,0.092,0.37,264.0456,,0.41,4.25,2232.35,33.469,14.19,2024.69
342,34.318333,-120.803333,0.22,15,0.53,10.96,29,220.5,0.064,0.53,210.2848,,1.4,16.5,2251.7,33.726,10.96,2123.9
343,34.31582,-120.8065,0,38.5,0.07,6.1,518,113.4,0.791,0.07,14.35044,,3.19,77.38,2318.15,34.298,6.15,2313.64
344,31.4174,-121.99422,0.017,40.37,0.05,5.73,520,113,1.04,0.05,15.65504,,3.15,79.9,2315.92,34.243,5.78,2315.04
345,31.4183,-121.9898,0.003,0,0.06,16.72,32,359.2,0.122,0.06,252.8741,,0.36,2.36,2229.28,33.376,16.73,2010.22
346,33,-120.39,0,0,0.45,17.84,2,374.2,0.007,0.45,243.7585,,0.29,1.7,2240.95,33.496,17.84,2000.73
347,32.64837,-119.48527,0.235,14.2,0.3,11.86,49,243.9,0.15,0.3,199.4471,,1.33,12.51,2237.45,33.62,11.87,2112.45
348,32.65,-119.481667,0,0.1,0.06,17.7,30,384.6,0.116,0.06,239.8571,,0.29,0.8,2229.1,33.328,17.71,2001.9
349,32.848333,-117.53,0,29.2,0,9.34,321,151.3,0.681,0,33.49776,,2.69,42.4,2292.01,34.372,9.38,2265.79
350,34.2769,-120.02423,0.517,1.04,0,15.63,50,335.6,0.175,0,239.7352,,0.45,3.27,2231.32,33.376,15.64,2022.91
351,32.41808,-119.953,0.014,17.2,0.09,9.9,102,222.1,0.29,0.09,187.2102,,1.41,16.16,2226.27,33.482,9.91,2118.81
352,33.48453,-122.53108,0,0,0.08,17.28,53,388.6,0.208,0.08,244.6619,,0.35,2.73,2218.59,33.145,17.29,2002.99
353,32.915,-118.945,0.25,13.4,0.08,12.33,29,254.4,0.099,0.08,201.6473,,1.18,11.9,2236.26,33.592,12.33,2103.58
354,32.65068,-119.4804,0.01,31.3,0,7.96,232,151.1,0.508,0,78.74326,,2.36,43.09,2267.86,34.069,7.98,2233.22
355,31.415,-122.016667,0,38.5,0,1.28,3551,45.4,2.74,0,126.0151,,2.68,172.9,2432.49,34.6739,1.55,2350.63
356,33.48453,-122.53108,0.014,24.5,0.05,9.32,171,196.3,0.535,0.05,134.9277,,1.89,25.05,2237.82,33.726,9.34,2172.46
357,31.41838,-121.99563,0.185,2.18,0.05,13.23,101,305.7,0.369,0.05,245.3233,,0.55,4.04,2213.99,33.147,13.25,2029.48
358,33.488333,-122.533333,0,35.9,0,7,322,138.1,0.681,0,54.80801,,2.66,55,2281.27,34.09,7.03,2262.84
359,32.65133,-119.48202,0.033,32.34,0,7.97,232,146.2,0.489,0,58.85,,2.57,47.41,2277.11,34.143,8,2256.03
360,32.81872,-123.90777,0.001,40.7,0.04,5.65,525,114,1.053,0.04,17.82954,,3.13,80.17,2312.6,34.211,5.69,2312.74
361,31.988333,-122.388333,0,35.1,0,7.08,319,138.4,0.648,0,56.54816,,2.68,54.8,2281.54,34.0929,7.11,2261.1
362,32.986666,-120.351666,0.06,22.6,0.01,10.4,63,207.1,0.173,0.01,135.3812,,1.81,23.9,2243.54,33.7752,10.41,2166.22
363,34.28,-120.023333,0.16,9.5,1.05,11.94,48,254.1,0.13,1.05,210.3563,,1.06,10,2234.57,33.5021,11.95,2086.26
364,32.66247,-119.48342,0.02,15.7,0,10.35,106,233,0.322,0,199.6837,,1.36,13.79,2222.45,33.432,10.36,2107.7
365,31.42703,-121.97902,0.019,33.6,0.05,7,324,143.5,0.721,0.05,82.65134,,2.48,50.14,2273.76,34.012,7.03,2239.94
366,31.416667,-122.001667,0,34.7,0,7.3,324,139.9,0.729,0,54.37392,,2.57,52.6,2281.25,34.121,7.33,2261.49
367,34.316667,-120.811667,0,31.3,0,8.04,229,153.2,0.513,0,81.35551,,2.36,42.2,2268,34.062,8.06,2233.2
368,33.486667,-119.323333,0,39.4,0,5.95,520,108.2,0.824,0,8.696829,,3.2,82.8,2328.01,34.342,6,2325.68
369,33.41733,-117.90578,0.005,28.75,0,9.44,323,157.9,0.668,0,42.43,,2.58,40.65,2283.44,34.317,9.48,2252.37
370,32.81403,-123.90517,0.019,14.76,0.01,10.46,100,247.4,0.334,0.01,202.9361,,1.29,12.63,2216.63,33.265,10.47,2098.25
371,34.15207,-121.15003,0.032,20.87,0.04,9.26,101,205.7,0.292,0.04,157.72,,1.74,21.99,2232.35,33.585,9.27,2162.68
372,34.27407,-120.02473,0.034,23.3,0.03,9.58,50,198,0.113,0.03,134.4984,,1.86,24.1,2239.81,33.724,9.59,2167.91
373,32.65432,-119.48232,0,39.8,0.03,6.1,518,113.7,0.869,0.03,13.04588,,3.13,77.39,2313.72,34.301,6.15,2312.87
374,33.486667,-119.323333,0.01,24.8,0,9.76,101,191.9,0.238,0,112.2914,,2.01,27.2,2248.9,33.861,9.77,2184.98
375,32.41982,-119.9655,0.03,39.7,0.17,5.98,517,112.3,0.85,0.17,13.91544,,3.11,78.65,2316.6,34.292,6.02,2315.84
376,33.48228,-122.53438,0,40.4,0.08,5.54,521,111.8,0.917,0.08,16.52459,,3.13,82.58,2316.71,34.222,5.59,2316.25
377,32.81672,-123.9064,0,32.51,0,7.28,323,146,0.79,0,82.27,,2.47,49.22,2273.55,34.043,7.31,2240.77
378,34.44992,-120.52393,0.086,1.12,0.27,14.14,27,304.3,0.091,0.27,264.21,,0.45,2.63,2235.49,33.378,14.15,2036.62
379,34.31327,-120.79398,0.011,31.67,0.01,7.75,232,150,0.49,0.01,85.26811,,2.43,44.94,2271,34.044,7.77,2233.23
380,33.1494,-123.22062,0.008,0,0.05,17.44,25,392.3,0.099,0.05,243.8013,,0.37,2.87,2218.59,33.141,17.45,2002.32
381,31.415,-122.016667,0,25.6,0,9.22,171,187,0.471,0,124.4702,,1.92,27.8,2246.38,33.8314,9.24,2180.61
382,33.493333,-119.313333,0,34.1,0,7.66,323,136.8,0.61,0,37.40795,,2.81,54.8,2289.92,34.2308,7.69,2273.94
383,32.848333,-117.53,0,35.4,0,7.18,519,128.5,0.955,0,22.18121,,2.97,62.5,2304.41,34.292,7.23,2295.19
384,33.81555,-121.84499,0.417,8.1,1.39,12.42,50,276.6,0.163,1.39,244.8183,,1,4.39,2227.2,33.317,12.42,2069.77
385,34.321666,-120.811666,0.08,2.5,1.02,15.63,30,322.8,0.1,1.02,247.5503,,0.52,3.6,2241.93,33.54,15.63,2014.58
